name,image,calories,protein,carbs,fats,summary,key,Freezer Meals,Pressure Cooker Recipes,Keto Recipes,Vegetarian Meals,Low Carb,Meal Prep Recipes,Gluten Free,Paleo,Slow Cooker Recipes,Air Fryer,Under 30 Minutes,Whole 30 Recipes,Dairy Free,Kid Friendly,kitchen,link,W
Fudgy Flourless Crinkle Brownie Cookies with Sea Salt,https://www.skinnytaste.com/wp-content/uploads/2020/12/Fudgy-Flourless-Chocolate-Crinkle-Cookies-6-260x390.jpg,207.0,6.0,30.0,12.0,"These flourless Brownie Crinkle Cookies are rich and fudgy like a brownie but shaped like a cookie. Made lighter, grain-free and gluten-free with almond meal and they have no...","Dairy Free,Gluten Free,Kid Friendly",0,0,0,0,0,0,1,0,0,0,0,0,1,1,dessert,http://www.skinnytaste.com/fudgy-flourless-crinkle-brownie-cookies/,0
Sheet Pan Shrimp Oreganata,https://www.skinnytaste.com/wp-content/uploads/2020/12/Sheet-Pan-Shrimp-Oreganata-9-260x390.jpg,333.0,47.5,6.0,11.5,Sheet Pan Shrimp Oreganata is made with jumbo shrimp topped with a light breadcrumb and pecorino mixture baked on a sheet pan for a quick and easy dinner. Sheet...,"Dairy Free,Low Carb,Under 30 Minutes",0,0,0,0,1,0,0,0,0,0,1,0,1,0,italian,http://www.skinnytaste.com/sheet-pan-shrimp-oreganata/,0
"Roasted Delicata Squash with Burrata, Pomegranate and Pistachios",https://www.skinnytaste.com/wp-content/uploads/2020/12/Roasted-Delicata-Squash-7-260x390.jpg,165.0,5.0,14.0,11.0,"Roasted Delicata Squash with Burrata, Pomegranate and Pistachios has minimal ingredients and just one sheet pan for prep, perfect for your Holiday table or as an easy weeknight side...","Gluten Free,Under 30 Minutes,Vegetarian Meals",0,0,0,1,0,0,1,0,0,0,1,0,0,0,mediterranean,http://www.skinnytaste.com/roasted-delicata-squash-with-burrata/,0
Frenched Rack Of Lamb,https://www.skinnytaste.com/wp-content/uploads/2020/12/Frenched-Rack-of-Lamb-1-2-260x390.jpg,335.0,46.7,0.5,16.0,"Tender oven-roasted rack of lamb, seasoned with rosemary, fresh lemon juice, and garlic, is perfect for entertaining and so easy to make! Frenched Rack of Lamb I make lamb...","Dairy Free,Gluten Free,Keto Recipes,Kid Friendly,Low Carb,Paleo,Whole 30 Recipes",0,0,1,0,1,0,1,1,0,0,0,1,1,1,french,http://www.skinnytaste.com/frenched-rack-of-lamb/,0
Pizzelle Cookies,https://www.skinnytaste.com/wp-content/uploads/2020/12/Pizzelle-Cookies-6-2-260x390.jpg,91.0,2.0,14.5,3.0,"Italian Pizzelle Cookies are light and crisp, made lighter with less butter and sugar for a tasty holiday treat. Also works great with gluten-free flour! Pizzelle Cookies My mom...","Gluten Free,Kid Friendly,Under 30 Minutes",0,0,0,0,0,0,1,0,0,0,1,0,0,1,italian,http://www.skinnytaste.com/homemade-pizzelle-cookies/,0
Caramelized Onion Empanadas (Chilean pequenes),https://www.skinnytaste.com/wp-content/uploads/2020/12/Caramelized-Onion-Empanadas-9-260x390.jpg,218.0,5.0,29.0,9.5,"Chilean empanadas, also known as pequenes, are stuffed with caramelized onions and seasoned with Latin spices. They make the perfect holiday appetizer. Caramelized Onion Empanadas You guys know how...","Freezer Meals,Vegetarian Meals",1,0,0,1,0,0,0,0,0,0,0,0,0,0,american,http://www.skinnytaste.com/caramelized-onion-empanadas-chilean/,0
Yogurt Sheet Pan Pancakes with Mixed Berries,https://www.skinnytaste.com/wp-content/uploads/2020/12/Yogurt-Sheet-Pan-Pancakes-8-260x390.jpg,211.0,8.0,32.0,4.5,Yogurt Sheet Pan Pancakes with Mixed Berries are an easy breakfast or brunch for the holiday season or any time of the year. Set out all the toppings and...,"Kid Friendly,Meal Prep Recipes,Under 30 Minutes,Vegetarian Meals",0,0,0,1,0,1,0,0,0,0,1,0,0,1,american,http://www.skinnytaste.com/yogurt-sheet-pan-pancakes-with-mixed/#tasty-recipes,0
Angel Hair with Shrimp and Asparagus,https://www.skinnytaste.com/wp-content/uploads/2020/12/Angel-Hair-with-Shrimp-and-Asparagus-6-260x390.jpg,378.0,32.0,52.1,6.8,Angel Hair with Shrimp and Asparagus is a quick and easy pasta dish made with fresh tomatoes and asparagus in a light tomato broth. Angel Hair with Shrimp and...,Kid Friendly,0,0,0,0,0,0,0,0,0,0,0,0,0,1,mediterranean,http://www.skinnytaste.com/angel-hair-with-shrimp-and-asparagus/,0
Lemon Cranberry Scones,https://www.skinnytaste.com/wp-content/uploads/2011/03/Lemon-Cranberry-Scones-12-260x390.jpg,193.0,4.3,34.0,4.7,These Lemon Cranberry Scones studded with dried cranberries are topped with a lemon glaze; a perfect Sunday morning treat. Lemon Cranberry Scones Freshly baked scones and a hot cup...,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,dessert,http://www.skinnytaste.com/lemon-cranberry-scones/,0
Dark Chocolate Peanut Butter Bark,https://www.skinnytaste.com/wp-content/uploads/2020/12/DARK-CHOCOLATE-PEANUT-BUTTER-BARK-Finals-10-260x390.jpg,144.0,3.0,17.0,12.0,"Dark Chocolate Peanut Butter Bark with Sea Salt is so easy to make, just 3 ingredients! It makes a great homemade holiday gift! Dark Chocolate Peanut Butter Bark If...","Kid Friendly,Vegetarian Meals",0,0,0,1,0,0,0,0,0,0,0,0,0,1,american,http://www.skinnytaste.com/dark-chocolate-peanut-butter-bark/,0
Roasted Radishes with Onions,https://www.skinnytaste.com/wp-content/uploads/2020/12/Roasted-Radishes-and-Onions-7-260x390.jpg,69.0,1.5,11.0,2.5,"If you don’t love raw radishes, this 5-ingredient recipe for Roasted Radishes and Onions recipe will definitely change your mind! Roasted Radishes This roasted radishes recipe couldn’t be simpler....","Dairy Free,Gluten Free,Keto Recipes,Low Carb,Vegetarian Meals,Whole 30 Recipes",0,0,1,1,1,0,1,0,0,0,0,1,1,0,italian,http://www.skinnytaste.com/roasted-radishes-onions-and-thyme/,0
Lentil Soup with Butternut and Kale,https://www.skinnytaste.com/wp-content/uploads/2020/11/Lentil-Soup-with-Butternut-and-Kale-4-260x390.jpg,122.0,4.0,25.0,1.5,"Lentil Soup with Butternut and Kale is comforting and nutrient-dense, thanks to the butternut squash, lentils, kale, and leeks. Lentil Soup with Butternut and Kale This vegetarian butternut squash...","Dairy Free,Freezer Meals,Gluten Free,Vegetarian Meals",1,0,0,1,0,0,1,0,0,0,0,0,1,0,indian,http://www.skinnytaste.com/2010/10/lentil-soup-with-butternut-squash-andhtml,0
Chicken Brown Rice Bowl (copycat Zinque’s Le Bowl),https://www.skinnytaste.com/wp-content/uploads/2020/11/Zinque_s-Le-Bowl-edit-6-260x390.jpg,455.0,48.0,33.0,15.0,"This delicious, Chicken Brown Rice Bowl is an easy one-bowl meal with chicken breast, arugula, avocado, tomatoes, Gruyere with a sriracha yogurt sauce. Chicken Brown Rice Bowl (Zinque’s Le...","Gluten Free,Under 30 Minutes",0,0,0,0,0,0,1,0,0,0,1,0,0,0,asian,http://www.skinnytaste.com/chicken-brown-rice-bowl-copycat-zinques-le/,0
Chicken Sausage and Herb Stuffing,https://www.skinnytaste.com/wp-content/uploads/2011/11/Chicken-Sausage-and-Herb-Stuffing-260x390.jpg,166.0,9.0,19.0,6.5,"Chicken Sausage and Herb Stuffing – this is the best Thanksgiving stuffing recipe! Chicken Sausage and Herb Stuffing I don’t know about you, but for me the ONE thing...","Freezer Meals,Kid Friendly",1,0,0,0,0,0,0,0,0,0,0,0,0,1,american,http://www.skinnytaste.com/sausage-and-herb-stuffing/,0
Apple Cranberry Crumble,https://www.skinnytaste.com/wp-content/uploads/2011/12/Apple-Cranberry-Crumble_-5-260x390.jpg,211.0,2.0,44.5,5.5,"Apple Cranberry Crumble is delicious and perfect for your Holiday table! Easier and lighter than making a pie, topped with oats, nuts and a touch of brown sugar. Apple...","Dairy Free,Gluten Free,Kid Friendly,Vegetarian Meals",0,0,0,1,0,0,1,0,0,0,0,0,1,1,dessert,http://www.skinnytaste.com/apple-cranberry-crumble/,0
Stuffed Turkey Breast with Cranberry Stuffing,https://www.skinnytaste.com/wp-content/uploads/2020/10/Stuffed-Turkey-Breast-with-Cranberry-Stuffing-11-260x390.jpg,484.0,68.5,19.0,12.5,Stuffed Turkey Breast with Cranberry Stuffing and gravy – the perfect Thanksgiving meal for this year’s holiday. Stuffed Turkey Breast with Cranberry Stuffing This Stuffed Turkey Breast with Cranberry...,Kid Friendly,0,0,0,0,0,0,0,0,0,0,0,0,0,1,american,http://www.skinnytaste.com/stuffed-turkey-breast-cranberry-stuffing/,0
Slow Cooker Butternut Pear Soup,https://www.skinnytaste.com/wp-content/uploads/2020/11/Slow-Cooker-Butternut-Pear-5-260x390.jpg,132.0,3.0,25.5,3.0,This Slow Cooker Butternut Pear Soup with a hint of ginger is vegan and dairy-free and so simple to make. Great as a starter or serve it as a...,"Dairy Free,Freezer Meals,Gluten Free,Slow Cooker Recipes,Vegetarian Meals",1,0,0,1,0,0,1,0,1,0,0,0,1,0,french,http://www.skinnytaste.com/crock-pot-butternut-pear-soup/,0
Chicken Parmesan Rolls,https://www.skinnytaste.com/wp-content/uploads/2020/11/Chicken-Parm-Rolls-9-260x390.jpg,259.0,27.5,28.0,4.5,"These protein packed Chicken Parmesan Rolls (also know as chicken rolls) are wrapped in my easy pizza dough with marinara and mozzarella cheese, so good! Chicken Parmesan Rolls Here...","Kid Friendly,Meal Prep Recipes,Under 30 Minutes",0,0,0,0,0,1,0,0,0,0,1,0,0,1,italian,http://www.skinnytaste.com/chicken-parmesan-rolls/,0
Turkey Pot Pie with Stuffing Crust,https://www.skinnytaste.com/wp-content/uploads/2019/11/Turkey-Pot-Pie-with-Stuffing-Crust-7-260x390.jpg,390.0,49.5,29.5,7.5,"Turkey Pot Pie with Stuffing Crust is a fun twist on a turkey pot pie, made with diced turkey and veggies simmered in a creamy sauce and finished with a...",,0,0,0,0,0,0,0,0,0,0,0,0,0,0,american,http://www.skinnytaste.com/turkey-pot-pie-with-stuffing-crust/,0
Lightened Up Green Bean Casserole,https://www.skinnytaste.com/wp-content/uploads/2012/11/Lightened-Up-Green-Bean-Casserole-6-260x390.jpg,160.0,7.0,22.0,6.0,"This holiday season enjoy a lighter, healthier version of the classic green bean casserole recipe made from scratch with no canned soup. Green Bean Casserole You will love this...","Kid Friendly,Vegetarian Meals",0,0,0,1,0,0,0,0,0,0,0,0,0,1,american,http://www.skinnytaste.com/lightened-up-green-bean-casserole/,0
Smashed Sweet Potatoes,https://www.skinnytaste.com/wp-content/uploads/2020/11/Savory-Smashed-Sweet-Potatoes-7-260x390.jpg,206.0,4.0,29.0,8.5,"Smashed Sweet Potatoes, seasoned with thyme are smashed after roasting and then sprinkled with Parmesan for a savory-sweet side dish. Smashed Sweet Potatoes These Savory Smashed Sweet Potatoes are...","Gluten Free,Kid Friendly,Vegetarian Meals",0,0,0,1,0,0,1,0,0,0,0,0,0,1,italian,http://www.skinnytaste.com/smashed-sweet-potatoes-with-goat-cheese/,0
Pumpkin Pistachio Energy Balls,https://www.skinnytaste.com/wp-content/uploads/2020/11/Pumpkin-Pistachio-Energy-Balls-5-260x390.jpg,138.0,3.0,24.0,5.0,"These no-bake Pumpkin Pistachio Energy Balls literally taste like little bites of pumpkin pie. Made with cashews, pistachios, dates, pumpkin and spices. Pumpkin Pistachio Energy Balls You can whip...","Dairy Free,Kid Friendly,Under 30 Minutes,Vegetarian Meals",0,0,0,1,0,0,0,0,0,0,1,0,1,1,dessert,http://www.skinnytaste.com/pumpkin-pistachio-energy-balls/,0
Crustless Sausage and Spinach Quiche,https://www.skinnytaste.com/wp-content/uploads/2020/11/Sausage-and-Spinach-Quiche-6-260x390.jpg,233.0,21.5,6.5,14.0,"This Crustless Sausage and Spinach Quiche with Italian chicken sausage, spinach and cheese is an easy and healthy recipe for breakfast, brunch, or dinner. Crustless Sausage and Spinach Quiche...","Gluten Free,Keto Recipes,Kid Friendly,Low Carb,Meal Prep Recipes",0,0,1,0,1,1,1,0,0,0,0,0,0,1,italian,http://www.skinnytaste.com/crustless-sausage-spinach-quiche/,0
Meatloaf and Brown Gravy,https://www.skinnytaste.com/wp-content/uploads/2020/10/Meatloaf-and-Gravy-8-260x390.jpg,278.0,26.5,12.0,13.5,"This Meatloaf and Brown Gravy is a family favorite, this one is made a bit healthier than most, with a mix of half beef and ground turkey plus nutritious...",Kid Friendly,0,0,0,0,0,0,0,0,0,0,0,0,0,1,american,http://www.skinnytaste.com/meatloaf-with-brown-gravy/,0
Air Fryer Herbed Buttermilk Roast Chicken Breast,https://www.skinnytaste.com/wp-content/uploads/2020/10/Air-Fryer-Herbed-Buttermilk-Roast-Chicken-Breast-9-260x390.jpg,243.0,34.5,2.0,9.5,"Air fryer bone-in, skin-on chicken breast brined in buttermilk and seasoned with a mix of herbs and spices makes for perfectly juicy chicken. Air Fryer Herbed Buttermilk Chicken Breast...","Air Fryer,Gluten Free,Keto Recipes,Kid Friendly,Low Carb",0,0,1,0,1,0,1,0,0,1,0,0,0,1,american,http://www.skinnytaste.com/air-fryer-herbed-buttermilk-roast-chicken-breast/,0
Vegetarian Mushroom Kale Lasagna Rolls,https://www.skinnytaste.com/wp-content/uploads/2012/11/Mushroom-Kale-Lasagna-Rolls-11-260x390.jpg,258.0,11.5,30.5,8.4,"Mushroom Kale Lasagna Rolls are one of the tastiest ways to enjoy kale! They are quick, easy and perfectly portioned. Mushroom Kale Lasagna Rolls These rolls are a deliciously...","Freezer Meals,Kid Friendly,Vegetarian Meals",1,0,0,1,0,0,0,0,0,0,0,0,0,1,italian,http://www.skinnytaste.com/vegetarian-mushroom-kale-lasagna-rolls/,0
Pizza Sausage Rolls,https://www.skinnytaste.com/wp-content/uploads/2020/10/Pizza-Sausage-Rolls-12-260x390.jpg,302.0,22.0,30.0,10.0,"Pizza Sausage Rolls wrapped in bagel dough with Italian chicken sausage, marinara and mozzarella make a fun recipe your whole family will love. Pizza Sausage Rolls I’m excited to...","Gluten Free,Kid Friendly",0,0,0,0,0,0,1,0,0,0,0,0,0,1,italian,http://www.skinnytaste.com/pizza-sausage-rolls/,0
Slow Cooker Chicken Enchilada Stuffed Sweet Potatoes,https://www.skinnytaste.com/wp-content/uploads/2020/10/Enchilada-Chicken-Stuffed-Sweet-Potatoes-2-4-260x390.jpg,413.0,34.0,47.0,10.0,"These Slow Cooker Chicken Enchilada Stuffed Sweet Potatoes made with chicken breast, cheese and enchiladas sauce are an easy one-pot meal! Slow Cooker Chicken Enchilada Sweet Potatoes If you’re...","Gluten Free,Meal Prep Recipes,Slow Cooker Recipes",0,0,0,0,0,1,1,0,1,0,0,0,0,0,american,http://www.skinnytaste.com/slow-cooker-chicken-enchilada-stuffed-sweet/,0
Roasted Honeynut Squash with Maple and Pecans,https://www.skinnytaste.com/wp-content/uploads/2020/10/Roasted-Maple-Pecan-Honeynut-8-260x390.jpg,205.0,3.5,41.0,6.0,Roasted Roasted Honeynut Squash with Maple and Pecans is the perfect fall side dish! Sweeter and smaller than butternut and so much quicker to make. Roasted Honeynut Squash I’m...,"Gluten Free,Kid Friendly,Vegetarian Meals",0,0,0,1,0,0,1,0,0,0,0,0,0,1,american,http://www.skinnytaste.com/roasted-honeynut-squash-with-maple-and-pecan/,0
Pastrami Reuben Egg Rolls,https://www.skinnytaste.com/wp-content/uploads/2020/10/Pastrami-Reuban-Eggrolls-7-260x390.jpg,360.0,23.0,44.0,9.5,"Golden, crisp Pastrami Reuben Egg Rolls with Russian Dressing, made healthier by cooking in the air fryer or baking in the oven, taste so good! Reuben Egg Rolls A...",Air Fryer,0,0,0,0,0,0,0,0,0,1,0,0,0,0,american,http://www.skinnytaste.com/pastrami-reuben-egg-rolls/,0
Detox Vegetable Soup,https://www.skinnytaste.com/wp-content/uploads/2020/10/detox-vegetable-soup-5-260x390.jpg,293.0,15.0,34.0,12.5,"This dairy-free, creamy Detox Vegetable Soup is not only easy to make, it’s also LOADED with nutrient-rich goodness! Detox Vegetable Soup It’s made with two heads of broccoli, lentils,...","Dairy Free,Gluten Free,Kid Friendly,Vegetarian Meals",0,0,0,1,0,0,1,0,0,0,0,0,1,1,mediterranean,http://www.skinnytaste.com/detox-vegetable-soup/,0
Pumpkin Pie Dip,https://www.skinnytaste.com/wp-content/uploads/2015/11/Pumpkin-Pie-Dip-5-260x390.jpg,105.0,2.0,21.0,4.0,"Pumpkin Pie Dip is everything you love about pumpkin pie, made into a easy, light and fluffy no bake dip. Perfect for dipping apple wedges, graham crackers or gingersnaps....","Gluten Free,Kid Friendly,Under 30 Minutes,Vegetarian Meals",0,0,0,1,0,0,1,0,0,0,1,0,0,1,dessert,http://www.skinnytaste.com/pumpkin-pie-dip/,0
Broccoli and Cheese Twice Baked Potatoes,https://www.skinnytaste.com/wp-content/uploads/2013/01/Twice-Baked-Potatoes-with-Broccoli-and-Cheese-2-260x367.jpg,146.5,8.0,23.0,3.5,"These twice baked potatoes are so cheesy, stuffed with broccoli and cheese plus some hidden cauliflower, but trust me no one will know! Twice Baked Potatoes Loaded baked potatoes...","Gluten Free,Kid Friendly,Under 30 Minutes,Vegetarian Meals",0,0,0,1,0,0,1,0,0,0,1,0,0,1,american,http://www.skinnytaste.com/broccoli-and-cheese-twice-baked-potatoes/,0
Skinny Pumpkin Snickerdoodles,https://www.skinnytaste.com/wp-content/uploads/2013/09/Skinny-Pumpkin-Spiced-Snickerdoodles-6-260x390.jpg,51.0,1.0,9.5,1.0,"These Skinny Pumpkin Snickerdoodle cookies should really come with a warning label, because they are so good and hard to stop at just one! Pumpkin Snickerdoodles A snickerdoodle is...",Kid Friendly,0,0,0,0,0,0,0,0,0,0,0,0,0,1,dessert,http://www.skinnytaste.com/skinny-pumpkin-snickerdoodles/,0
Sweet and Spicy Glazed Salmon,https://www.skinnytaste.com/wp-content/uploads/2020/10/Sweet-and-Spicy-Sheet-Pan-Salmon-6-260x390.jpg,202.0,22.5,6.5,7.0,"Sweet and Spicy Glazed Salmon is super easy, baked on a sheet pan with a simple glaze made with sweet red chili sauce, sriracha, and ginger. Sweet and Spicy...","Air Fryer,Dairy Free,Gluten Free,Low Carb,Under 30 Minutes",0,0,0,0,1,0,1,0,0,1,1,0,1,0,asian,http://www.skinnytaste.com/sweet-and-spicy-glazed-salmon/,0
Mushroom Stroganoff,https://www.skinnytaste.com/wp-content/uploads/2012/09/Mushroom-Stroganoff-3-260x390.jpg,268.0,12.5,52.5,3.5,"This healthy mushroom stroganoff made with shiitake, baby portabella, and cremini mushrooms and noodles in a light creamy sauce is a quick and easy meal, perfect for Meatless Mondays!...","Kid Friendly,Under 30 Minutes,Vegetarian Meals",0,0,0,1,0,0,0,0,0,0,1,0,0,1,mediterranean,http://www.skinnytaste.com/mushroom-stroganoff/,0
Chicken Taco Poblano Rice Bowls,https://www.skinnytaste.com/wp-content/uploads/2020/09/Chicken-Taco-Poblano-Rice-Bowls-6-260x390.jpg,475.0,40.5,52.0,12.0,"These quick and easy Chicken Taco Poblano Rice Bowls are perfect for dinner or to make ahead for meal prep! Made in a skillet, with diced chicken breast, poblano...","Gluten Free,Kid Friendly,Meal Prep Recipes,Under 30 Minutes",0,0,0,0,0,1,1,0,0,0,1,0,0,1,mediterranean,http://www.skinnytaste.com/chicken-taco-poblano-rice-bowls/,0
Lemon Blueberry Buttermilk Sheet Pan Pancakes,https://www.skinnytaste.com/wp-content/uploads/2020/09/Lemon-Blueberry-Buttermilk-Sheet-Pancakes-2-260x390.jpg,214.0,7.0,35.0,5.0,Sheet Pan Pancakes – essentially a giant pancake baked in the oven – is the most genius way of making pancakes! Lemon Blueberry Sheet Pan Pancakes This breakfast recipe...,"Kid Friendly,Meal Prep Recipes,Under 30 Minutes,Vegetarian Meals",0,0,0,1,0,1,0,0,0,0,1,0,0,1,american,http://www.skinnytaste.com/lemon-blueberry-buttermilk-sheet-pan/,0
Citrus Immunity Shot,https://www.skinnytaste.com/wp-content/uploads/2020/09/Citrus-Immunity-Booster-6-260x390.jpg,25.0,0.5,6.0,,"This super-simple-to-prepare, Citrus Immunity Shot recipe is made with immune-boosting citrus, turmeric, and garlic, a delicious way to start your day! Citrus Immunity Shot This wellness shot recipe nourishes,...","Dairy Free,Gluten Free,Paleo,Under 30 Minutes,Vegetarian Meals,Whole 30 Recipes",0,0,0,1,0,0,1,1,0,0,1,1,1,0,mediterranean,http://www.skinnytaste.com/citrus-immunity-shot/,0
Turkey Meatball Tortellini Soup with Spinach,https://www.skinnytaste.com/wp-content/uploads/2014/02/Turkey-Meatball-Spinach-Tortellini-Soup-10-260x390.jpg,271.0,20.0,26.0,9.0,"This turkey meatball tortellini soup with spinach is an easy, kid-friendly soup and a great way to warm up on a cold winter night. One large bowl is under...",Kid Friendly,0,0,0,0,0,0,0,0,0,0,0,0,0,1,italian,http://www.skinnytaste.com/turkey-meatball-tortellini-soup-with-spinach/,0
Roasted Seasoned Winter Squash Medley,https://www.skinnytaste.com/wp-content/uploads/2015/10/RoastedWinterSquashMedley-260x390.jpg,140.0,2.0,21.0,6.5,"Roasted Seasoned Winter Squash Medley is seasoned with a savory, sweet, spicy and smoky seasoning blend. SO good and a huge hit with my husband! Roasted Seasoned Winter Squash...","Dairy Free,Gluten Free,Vegetarian Meals,Whole 30 Recipes",0,0,0,1,0,0,1,0,0,0,0,1,1,0,indian,http://www.skinnytaste.com/roasted-seasoned-winter-squash/,0
Spicy Pork Brussels Bowls,https://www.skinnytaste.com/wp-content/uploads/2020/09/Spicy-Pork-Brussels-Bowl_-3-260x390.jpg,280.5,35.0,15.5,10.0,"Spicy Pork Brussels Bowls are a delicious low-carb meal, made with shredded brussels sprouts as the base, smoky ground pork, and an egg on top! Spicy Pork Brussels Bowls...","Dairy Free,Freezer Meals,Gluten Free,Keto Recipes,Low Carb,Meal Prep Recipes,Under 30 Minutes,Whole 30 Recipes",1,0,1,0,1,1,1,0,0,0,1,1,1,0,asian,http://www.skinnytaste.com/spicy-pork-brussels-bowls/,0
Portobello Burger with Mozzarella and Pesto Mayo,https://www.skinnytaste.com/wp-content/uploads/2020/09/Portobello-Mushroom-Burger-6-260x390.jpg,229.0,11.5,29.0,9.5,"These grilled Portobello Mushroom Burgers topped with mozzarella, red peppers, and pesto mayo, are delicious and an excellent vegetarian burger option. Portobello Burger with Mozzarella Who doesn’t love a...","Kid Friendly,Vegetarian Meals",0,0,0,1,0,0,0,0,0,0,0,0,0,1,italian,http://www.skinnytaste.com/portobello-burger-with-mozzarella-and/,0
Dominican Beans (Habichuelas Guisadas),https://www.skinnytaste.com/wp-content/uploads/2020/09/Dominican-Beans-10-260x390.jpg,158.0,8.5,25.5,2.5,"These creamy Dominican beans, flavored with garlic, onion, cubanelle pepper, and adobo seasoning, cooked in the Instant Pot or pressure cooker, make the perfect vegetarian side or meatless main...","Dairy Free,Freezer Meals,Gluten Free,Kid Friendly,Pressure Cooker Recipes,Vegetarian Meals",1,1,0,1,0,0,1,0,0,0,0,0,1,1,american,http://www.skinnytaste.com/dominican-style-beans-habichuelas-guisadas/,0
Sautéed Zucchini with Plum Tomatoes,https://www.skinnytaste.com/wp-content/uploads/2009/08/Sautéed-Zucchini-and-Plum-Tomatoes-6-260x390.jpg,92.0,1.0,7.0,7.0,Sautéed Zucchini with Plum Tomatoes is a quick and delicious summer side dish made with simple ingredients. Sautéed Zucchini with Plum Tomatoes This simple side dish recipe is a...,"Gluten Free,Keto Recipes,Kid Friendly,Low Carb,Under 30 Minutes,Vegetarian Meals,Whole 30 Recipes",0,0,1,1,1,0,1,0,0,0,1,1,0,1,italian,http://www.skinnytaste.com/sauteed-zucchini-with-plum-tomatoes,0
Caprese Chicken Skillet,https://www.skinnytaste.com/wp-content/uploads/2020/08/Caprese-Chicken-Skillet-4-260x390.jpg,419.0,47.5,21.0,16.5,"This caprese chicken skillet is topped with a honey balsamic reduction and fresh basil, the perfect way to use fresh summer tomatoes. Caprese Chicken Skillet The classic Italian combination...","Gluten Free,Kid Friendly,Low Carb",0,0,0,0,1,0,1,0,0,0,0,0,0,1,italian,http://www.skinnytaste.com/caprese-chicken-skillet/,0
Blueberry Peach Crisp,https://www.skinnytaste.com/wp-content/uploads/2009/08/Blueberry-Peach-Crisp-7-260x390.jpg,203.0,2.0,35.5,7.0,"This Blueberry Peach Crisp is a wonderful summer dessert loaded with fruit, and a lightly sweetened crisp oat topping. Blueberry Peach Crisp I’m a sucker for pies, crisps and...","Dairy Free,Gluten Free,Kid Friendly,Vegetarian Meals",0,0,0,1,0,0,1,0,0,0,0,0,1,1,dessert,http://www.skinnytaste.com/blueberry-peach-crisp/,0
Whipped Ricotta Toast with Roasted Tomatoes,https://www.skinnytaste.com/wp-content/uploads/2020/08/Whipped-Ricotta-Toast-10-260x390.jpg,256.0,12.0,35.0,7.5,"Whipped Ricotta Toast with Roasted Tomatoes on crusty bread and topped with garlicky tomatoes, shallots, and basil is the perfect way to enjoy fresh summer tomatoes. Whipped Ricotta Toast...",Vegetarian Meals,0,0,0,1,0,0,0,0,0,0,0,0,0,0,italian,http://www.skinnytaste.com/whipped-ricotta-toast-with-roasted-tomatoes/,0
Skillet Mexican Zucchini,https://www.skinnytaste.com/wp-content/uploads/2013/08/Mexican-Skillet-Zucchini-260x390.jpg,102.0,5.0,8.0,6.0,"Skillet Mexican Zucchini is incredibly delicious with a little bit of a kick from the jalapeño topped with melted queso blanco. So easy and quick, a must try! Mexican...","Gluten Free,Keto Recipes,Low Carb,Under 30 Minutes,Vegetarian Meals",0,0,1,1,1,0,1,0,0,0,1,0,0,0,american,http://www.skinnytaste.com/skillet-mexican-zucchini/,0
Raspberry Yogurt Ice Pops,https://www.skinnytaste.com/wp-content/uploads/2020/08/Raspberry-Yogurt-Pops-10-260x390.jpg,71.0,2.5,11.0,2.5,"These easy, healthy Raspberry Yogurt Ice Pops, made with just three ingredients, are a wonderful treat on a hot summer day. Raspberry Yogurt Ice Pops These 3-ingredient Raspberry Yogurt...","Gluten Free,Kid Friendly,Vegetarian Meals",0,0,0,1,0,0,1,0,0,0,0,0,0,1,dessert,http://www.skinnytaste.com/raspberry-yogurt-ice-pops/,0
Cauliflower Gnocchi,https://www.skinnytaste.com/wp-content/uploads/2020/08/Cauliflower-Gnocchi-11-260x390.jpg,228.0,12.0,42.6,2.0,This delicious Cauliflower Gnocchi is made with cauliflower instead of traditional potatoes. No need for a Trader Joe’s run – make them from scratch with just three ingredients! Cauliflower...,"Dairy Free,Gluten Free,Kid Friendly,Vegetarian Meals",0,0,0,1,0,0,1,0,0,0,0,0,1,1,italian,http://www.skinnytaste.com/cauliflower-gnocchi-with-spinach-sundried/,0
